TRACK_ID,ARTIST_ID,ALBUM_ID,PATH,DURATION,TAGS,genre_list
321112,5681,43307,12/321112.mp3,251.0,Elektronika;Techno,"['Elektronika', 'Techno']"
1068120,338059,126241,20/1068120.mp3,491.5,Elektronika;House;Techno,"['Elektronika', 'House', 'Techno']"
1053504,435992,124137,04/1053504.mp3,328.5,Elektronika;Techno,"['Elektronika', 'Techno']"
1278989,482152,152620,89/1278989.mp3,201.0,Elektronika;Techno,"['Elektronika', 'Techno']"
1279161,371519,152609,61/1279161.mp3,264.0,Elektronika;Metal;Techno,"['Elektronika', 'Metal', 'Techno']"
1373056,459669,161497,56/1373056.mp3,528.0,Elektronika;House;Techno,"['Elektronika', 'House', 'Techno']"
1373064,405686,161498,64/1373064.mp3,237.6,Elektronika;Techno,"['Elektronika', 'Techno']"
1343012,464757,158567,12/1343012.mp3,284.5,Elektronika;Techno,"['Elektronika', 'Techno']"
1280497,481477,152741,97/1280497.mp3,285.9,Elektronika;House;Techno,"['Elektronika', 'House', 'Techno']"
82644,7362,7607,44/82644.mp3,354.3,Elektronika;Techno,"['Elektronika', 'Techno']"
1309618,337741,155578,18/1309618.mp3,347.8,Elektronika;Techno,"['Elektronika', 'Techno']"
1082986,422939,128998,86/1082986.mp3,292.2,Elektronika;House;Techno,"['Elektronika', 'House', 'Techno']"
36710,5126,4490,10/36710.mp3,471.1,Ambient;Elektronika;Techno,"['Ambient', 'Elektronika', 'Techno']"
1116722,421137,133426,22/1116722.mp3,254.0,Elektronika;Techno,"['Elektronika', 'Techno']"
117368,337661,16885,68/117368.mp3,132.0,Elektronika;Techno,"['Elektronika', 'Techno']"
1413888,352097,165078,88/1413888.mp3,325.5,Elektronika;Techno,"['Elektronika', 'Techno']"
1339086,489364,158182,86/1339086.mp3,243.8,Elektronika;Techno,"['Elektronika', 'Techno']"
402318,349882,50060,18/402318.mp3,335.4,Elektronika;Techno,"['Elektronika', 'Techno']"
1344999,489989,158702,99/1344999.mp3,267.3,Elektronika;Techno,"['Elektronika', 'Techno']"
1299903,477775,154592,03/1299903.mp3,254.2,Elektronika;Techno,"['Elektronika', 'Techno']"
86280,3799,8287,80/86280.mp3,260.0,Ambient;Elektronika;Techno,"['Ambient', 'Elektronika', 'Techno']"
1209756,426890,145288,56/1209756.mp3,48.8,Elektronika;Techno,"['Elektronika', 'Techno']"
1357344,341205,159948,44/1357344.mp3,323.1,Elektronika;House;Techno,"['Elektronika', 'House', 'Techno']"
36712,5126,4490,12/36712.mp3,580.1,Ambient;Elektronika;Techno,"['Ambient', 'Elektronika', 'Techno']"
1131403,350115,135666,03/1131403.mp3,185.2,Elektronika;Techno,"['Elektronika', 'Techno']"
490362,349301,57475,62/490362.mp3,240.0,Elektronika;Techno,"['Elektronika', 'Techno']"
80776,1336,7401,76/80776.mp3,46.3,Elektronika;Techno,"['Elektronika', 'Techno']"
693476,357317,80813,76/693476.mp3,378.2,Elektronika;Techno,"['Elektronika', 'Techno']"
91754,336629,8983,54/91754.mp3,48.2,Elektronika;Techno,"['Elektronika', 'Techno']"
1335493,488943,157872,93/1335493.mp3,386.0,Elektronika;Techno,"['Elektronika', 'Techno']"
1288336,477775,153264,36/1288336.mp3,135.8,Elektronika;Techno,"['Elektronika', 'Techno']"
1383979,477775,162394,79/1383979.mp3,323.6,Elektronika;Techno,"['Elektronika', 'Techno']"
1278266,477775,152525,66/1278266.mp3,221.2,Elektronika;House;Techno,"['Elektronika', 'House', 'Techno']"
1291747,438966,153845,47/1291747.mp3,230.4,Elektronika;House;Pop;Techno,"['Elektronika', 'House', 'Pop', 'Techno']"
324736,349430,43635,36/324736.mp3,388.7,Elektronika;Techno,"['Elektronika', 'Techno']"
347260,1058,45630,60/347260.mp3,265.4,Ambient;Elektronika;Techno,"['Ambient', 'Elektronika', 'Techno']"
1377317,493162,161856,17/1377317.mp3,244.1,Elektronika;Techno,"['Elektronika', 'Techno']"
1369669,459669,161127,69/1369669.mp3,583.3,Elektronika;House;Techno,"['Elektronika', 'House', 'Techno']"
1349159,1336,159162,59/1349159.mp3,74.4,Elektronika;House;Techno,"['Elektronika', 'House', 'Techno']"
1175114,8230,141529,14/1175114.mp3,137.8,Elektronika;Techno,"['Elektronika', 'Techno']"
620248,360910,71825,48/620248.mp3,373.4,Elektronika;Techno,"['Elektronika', 'Techno']"
229109,342721,33793,09/229109.mp3,445.2,Elektronika;Techno,"['Elektronika', 'Techno']"
1346175,490131,158862,75/1346175.mp3,161.1,Elektronika;Techno,"['Elektronika', 'Techno']"
1254821,375104,150113,21/1254821.mp3,121.8,Elektronika;Techno,"['Elektronika', 'Techno']"
1326817,435514,157065,17/1326817.mp3,266.1,Elektronika;Techno,"['Elektronika', 'Techno']"
1342509,459669,158424,09/1342509.mp3,316.3,Elektronika;House;Techno,"['Elektronika', 'House', 'Techno']"
1396476,480605,163563,76/1396476.mp3,313.1,Elektronika;Techno,"['Elektronika', 'Techno']"
1044465,379128,122986,65/1044465.mp3,274.3,Elektronika;House;Techno,"['Elektronika', 'House', 'Techno']"
80764,1336,7401,64/80764.mp3,96.6,Elektronika;Techno,"['Elektronika', 'Techno']"
1088954,367557,129823,54/1088954.mp3,264.8,Elektronika;Techno,"['Elektronika', 'Techno']"
57163,2296,6207,63/57163.mp3,315.0,Elektronika;Techno,"['Elektronika', 'Techno']"
107866,4083,12974,66/107866.mp3,214.2,Elektronika;Techno,"['Elektronika', 'Techno']"
14728,876,2102,28/14728.mp3,291.5,Elektronika;Techno,"['Elektronika', 'Techno']"
1147640,444217,137604,40/1147640.mp3,534.2,Elektronika;Techno,"['Elektronika', 'Techno']"
1214388,371519,145707,88/1214388.mp3,353.5,Elektronika;Techno,"['Elektronika', 'Techno']"
1399688,477775,163882,88/1399688.mp3,286.7,Elektronika;Techno,"['Elektronika', 'Techno']"
1317575,485295,154417,75/1317575.mp3,159.0,Ambient;Elektronika;Techno,"['Ambient', 'Elektronika', 'Techno']"
848215,366862,99101,15/848215.mp3,308.6,Elektronika;Techno,"['Elektronika', 'Techno']"
1194555,2656,143767,55/1194555.mp3,171.9,Elektronika;Techno,"['Elektronika', 'Techno']"
219521,3799,32406,21/219521.mp3,196.5,Ambient;Elektronika;Techno,"['Ambient', 'Elektronika', 'Techno']"
112148,337393,14254,48/112148.mp3,228.1,Elektronika;Techno,"['Elektronika', 'Techno']"
1317581,485295,154417,81/1317581.mp3,121.1,Elektronika;Techno,"['Elektronika', 'Techno']"
885142,367557,104057,42/885142.mp3,73.8,Elektronika;Techno,"['Elektronika', 'Techno']"
1317580,485295,154417,80/1317580.mp3,137.0,Elektronika;Klasyczna;Techno,"['Elektronika', 'Klasyczna', 'Techno']"
129501,337741,18256,01/129501.mp3,253.2,Ambient;Elektronika;Techno,"['Ambient', 'Elektronika', 'Techno']"
1337390,477775,158017,90/1337390.mp3,153.0,Elektronika;Techno,"['Elektronika', 'Techno']"
82595,2189,7602,95/82595.mp3,196.0,Elektronika;Techno,"['Elektronika', 'Techno']"
75052,5681,6694,52/75052.mp3,279.6,Elektronika;Techno,"['Elektronika', 'Techno']"
1305121,486113,155209,21/1305121.mp3,360.0,Elektronika;House;Techno,"['Elektronika', 'House', 'Techno']"
1299904,477775,154592,04/1299904.mp3,320.7,Elektronika;Techno,"['Elektronika', 'Techno']"
45386,4083,5439,86/45386.mp3,344.3,Elektronika;Techno,"['Elektronika', 'Techno']"
1048593,378207,123554,93/1048593.mp3,296.4,Elektronika;Techno,"['Elektronika', 'Techno']"
1064742,341346,125777,42/1064742.mp3,209.2,Elektronika;Techno,"['Elektronika', 'Techno']"
77654,7886,7016,54/77654.mp3,193.7,Elektronika;Techno,"['Elektronika', 'Techno']"
1077825,365811,128419,25/1077825.mp3,222.7,Elektronika;Techno,"['Elektronika', 'Techno']"
1326819,435514,157065,19/1326819.mp3,360.0,Elektronika;Techno,"['Elektronika', 'Techno']"
1215845,1212,145863,45/1215845.mp3,219.0,Elektronika;Techno,"['Elektronika', 'Techno']"
75051,5681,6694,51/75051.mp3,350.4,Elektronika;Techno,"['Elektronika', 'Techno']"
434008,348078,52663,08/434008.mp3,417.2,Elektronika;Techno,"['Elektronika', 'Techno']"
119925,3025,16359,25/119925.mp3,345.7,Ambient;Elektronika;Techno,"['Ambient', 'Elektronika', 'Techno']"
49193,6918,5972,93/49193.mp3,332.9,Elektronika;Techno,"['Elektronika', 'Techno']"
7245,1058,1098,45/7245.mp3,428.0,Elektronika;Techno,"['Elektronika', 'Techno']"
402315,349882,50060,15/402315.mp3,309.1,Elektronika;Techno,"['Elektronika', 'Techno']"
1390461,349335,163045,61/1390461.mp3,62.0,Elektronika;Techno,"['Elektronika', 'Techno']"
1336504,483960,157962,04/1336504.mp3,340.6,Elektronika;House;Techno,"['Elektronika', 'House', 'Techno']"
80817,1336,7401,17/80817.mp3,92.2,Elektronika;House;Techno,"['Elektronika', 'House', 'Techno']"
848217,366862,99101,17/848217.mp3,422.5,Elektronika;Techno,"['Elektronika', 'Techno']"
1220851,468434,146428,51/1220851.mp3,299.1,Elektronika;House;Techno,"['Elektronika', 'House', 'Techno']"
1245862,360369,149259,62/1245862.mp3,161.0,Elektronika;Techno,"['Elektronika', 'Techno']"
294403,2060,40532,03/294403.mp3,340.8,Elektronika;Techno,"['Elektronika', 'Techno']"
86282,3799,8287,82/86282.mp3,218.7,Ambient;Elektronika;Techno,"['Ambient', 'Elektronika', 'Techno']"
264486,7625,37710,86/264486.mp3,310.2,Elektronika;Techno,"['Elektronika', 'Techno']"
1412960,495085,164990,60/1412960.mp3,317.5,Elektronika;House;Techno,"['Elektronika', 'House', 'Techno']"
219515,3799,32406,15/219515.mp3,275.2,Ambient;Elektronika;Techno,"['Ambient', 'Elektronika', 'Techno']"
1326816,435514,157065,16/1326816.mp3,456.1,Elektronika;Techno,"['Elektronika', 'Techno']"
593011,343151,68833,11/593011.mp3,237.3,Elektronika;House;Techno,"['Elektronika', 'House', 'Techno']"
191463,7362,28644,63/191463.mp3,381.7,Elektronika;Techno,"['Elektronika', 'Techno']"
597323,1336,68995,23/597323.mp3,58.7,Elektronika;Techno,"['Elektronika', 'Techno']"
1109786,349882,132590,86/1109786.mp3,385.0,Elektronika;Techno,"['Elektronika', 'Techno']"
936455,367557,109913,55/936455.mp3,218.5,Elektronika;Techno,"['Elektronika', 'Techno']"
941454,368880,110583,54/941454.mp3,294.4,Elektronika;House;Techno,"['Elektronika', 'House', 'Techno']"
683578,2189,79504,78/683578.mp3,208.3,Elektronika;Techno,"['Elektronika', 'Techno']"
1393905,352097,163339,05/1393905.mp3,254.8,Elektronika;Techno,"['Elektronika', 'Techno']"
335304,349882,44517,04/335304.mp3,283.5,Elektronika;Techno,"['Elektronika', 'Techno']"
40622,3581,5004,22/40622.mp3,359.3,Elektronika;Techno,"['Elektronika', 'Techno']"
1088827,367557,129823,27/1088827.mp3,349.0,Elektronika;Techno,"['Elektronika', 'Techno']"
75044,5681,6694,44/75044.mp3,371.9,Elektronika;Techno,"['Elektronika', 'Techno']"
1064741,341346,125777,41/1064741.mp3,360.9,Elektronika;Techno,"['Elektronika', 'Techno']"
3516,530,552,16/3516.mp3,228.5,Elektronika;Techno,"['Elektronika', 'Techno']"
283221,3581,39547,21/283221.mp3,193.7,Elektronika;Techno,"['Elektronika', 'Techno']"
1414205,459669,165112,05/1414205.mp3,383.5,Elektronika;House;Techno,"['Elektronika', 'House', 'Techno']"
591631,343151,68833,31/591631.mp3,451.8,Elektronika;House;Techno,"['Elektronika', 'House', 'Techno']"
146595,338059,20957,95/146595.mp3,281.0,Elektronika;Techno,"['Elektronika', 'Techno']"
718565,337114,83831,65/718565.mp3,298.3,Elektronika;Techno,"['Elektronika', 'Techno']"
30686,4083,3857,86/30686.mp3,265.6,Elektronika;Techno,"['Elektronika', 'Techno']"
1147623,444217,137604,23/1147623.mp3,362.0,Elektronika;Techno,"['Elektronika', 'Techno']"
1369666,459669,161126,66/1369666.mp3,447.9,Elektronika;House;Techno,"['Elektronika', 'House', 'Techno']"
1050998,371519,123777,98/1050998.mp3,221.2,Elektronika;Techno,"['Elektronika', 'Techno']"
1319258,477775,156557,58/1319258.mp3,320.2,Elektronika;Techno,"['Elektronika', 'Techno']"
1385258,459669,162513,58/1385258.mp3,484.0,Elektronika;House;Techno,"['Elektronika', 'House', 'Techno']"
1144978,432803,137276,78/1144978.mp3,339.7,Elektronika;Techno,"['Elektronika', 'Techno']"
87570,4891,8404,70/87570.mp3,319.6,Elektronika;House;Techno,"['Elektronika', 'House', 'Techno']"
1345016,489989,158702,16/1345016.mp3,164.6,Elektronika;Techno,"['Elektronika', 'Techno']"
1326815,435514,157065,15/1326815.mp3,210.1,Elektronika;Techno,"['Elektronika', 'Techno']"
89071,1336,8607,71/89071.mp3,396.9,Elektronika;House;Techno,"['Elektronika', 'House', 'Techno']"
597319,1336,68995,19/597319.mp3,58.0,Elektronika;House;Techno,"['Elektronika', 'House', 'Techno']"
1154709,432732,138522,09/1154709.mp3,204.2,Elektronika;Techno,"['Elektronika', 'Techno']"
11007,1619,1628,07/11007.mp3,230.1,Elektronika;Techno,"['Elektronika', 'Techno']"
370356,349301,47542,56/370356.mp3,600.0,Elektronika;Techno,"['Elektronika', 'Techno']"
1371077,440579,161286,77/1371077.mp3,123.8,Elektronika;Techno,"['Elektronika', 'Techno']"
80772,1336,7401,72/80772.mp3,92.5,Elektronika;Techno,"['Elektronika', 'Techno']"
228883,342706,33763,83/228883.mp3,211.2,Elektronika;Techno,"['Elektronika', 'Techno']"
434142,348078,52663,42/434142.mp3,251.0,Elektronika;Techno,"['Elektronika', 'Techno']"
1414104,459669,165100,04/1414104.mp3,650.5,Elektronika;House;Techno,"['Elektronika', 'House', 'Techno']"
1299934,477775,154708,34/1299934.mp3,283.9,Elektronika;Techno,"['Elektronika', 'Techno']"
1154338,375104,138471,38/1154338.mp3,131.0,Elektronika;Techno,"['Elektronika', 'Techno']"
347288,1058,45630,88/347288.mp3,236.0,Ambient;Elektronika;Techno,"['Ambient', 'Elektronika', 'Techno']"
190782,340663,28540,82/190782.mp3,60.3,Elektronika;Techno,"['Elektronika', 'Techno']"
1278276,442600,152527,76/1278276.mp3,468.6,Elektronika;Techno,"['Elektronika', 'Techno']"
130593,5681,18407,93/130593.mp3,263.8,Elektronika;Techno,"['Elektronika', 'Techno']"
1046836,435514,123373,36/1046836.mp3,368.1,Elektronika;Techno,"['Elektronika', 'Techno']"
1369660,459669,161126,60/1369660.mp3,521.2,Elektronika;House;Techno,"['Elektronika', 'House', 'Techno']"
691532,364990,80586,32/691532.mp3,258.7,Elektronika;Techno,"['Elektronika', 'Techno']"
1339084,489364,158182,84/1339084.mp3,229.0,Elektronika;Techno,"['Elektronika', 'Techno']"
1340329,489364,158317,29/1340329.mp3,256.1,Elektronika;Techno,"['Elektronika', 'Techno']"
32360,4505,4021,60/32360.mp3,269.1,Elektronika;Techno,"['Elektronika', 'Techno']"
1299910,477775,154707,10/1299910.mp3,222.9,Elektronika;Pop;Rock;Techno,"['Elektronika', 'Pop', 'Rock', 'Techno']"
1371331,438966,161314,31/1371331.mp3,230.0,Elektronika;House;Techno,"['Elektronika', 'House', 'Techno']"
80788,1336,7401,88/80788.mp3,145.4,Elektronika;House;Techno,"['Elektronika', 'House', 'Techno']"
395470,352350,49569,70/395470.mp3,258.4,Elektronika;House;Techno,"['Elektronika', 'House', 'Techno']"
1361925,491738,160361,25/1361925.mp3,218.3,Elektronika;Techno,"['Elektronika', 'Techno']"
1024395,425392,120419,95/1024395.mp3,465.1,Elektronika;Techno,"['Elektronika', 'Techno']"
674283,364152,78257,83/674283.mp3,69.9,Elektronika;Rock;Techno,"['Elektronika', 'Rock', 'Techno']"
1278990,482152,152620,90/1278990.mp3,235.0,Elektronika;Techno,"['Elektronika', 'Techno']"
1359487,491402,160198,87/1359487.mp3,164.5,Elektronika;Techno,"['Elektronika', 'Techno']"
1414082,459669,165097,82/1414082.mp3,384.7,Elektronika;House;Techno,"['Elektronika', 'House', 'Techno']"
80819,1336,7401,19/80819.mp3,225.6,Elektronika;Techno,"['Elektronika', 'Techno']"
1297476,485286,154441,76/1297476.mp3,423.3,Elektronika;House;Techno,"['Elektronika', 'House', 'Techno']"
1393897,352097,163339,97/1393897.mp3,183.4,Elektronika;Techno,"['Elektronika', 'Techno']"
11005,1619,1628,05/11005.mp3,349.8,Elektronika;Techno,"['Elektronika', 'Techno']"
146597,338059,20957,97/146597.mp3,259.6,Elektronika;Techno,"['Elektronika', 'Techno']"
49190,6918,5972,90/49190.mp3,267.5,Elektronika;Techno,"['Elektronika', 'Techno']"
1311299,463410,155510,99/1311299.mp3,251.6,Folk;Hip-Hop;Pop;Rock,"['Folk', 'Hip-Hop', 'Pop', 'Rock']"
454871,354623,54408,71/454871.mp3,171.1,Pop,['Pop']
1079254,368762,128531,54/1079254.mp3,253.3,Klasyczna,['Klasyczna']
1122852,443598,134208,52/1122852.mp3,219.7,Jazz;Klasyczna,"['Jazz', 'Klasyczna']"
1115610,441505,133290,10/1115610.mp3,178.7,Ambient;Elektronika,"['Ambient', 'Elektronika']"
145304,3586,21250,04/145304.mp3,193.4,Klasyczna,['Klasyczna']
967234,350774,113782,34/967234.mp3,245.2,Blues;Reggae,"['Blues', 'Reggae']"
1288327,484424,153568,27/1288327.mp3,281.3,Elektronika,['Elektronika']
1164210,357317,139905,10/1164210.mp3,134.1,Elektronika,['Elektronika']
1343439,486613,158513,39/1343439.mp3,377.8,Ambient,['Ambient']
1381252,375104,162223,52/1381252.mp3,125.9,Elektronika,['Elektronika']
822293,355630,96174,93/822293.mp3,375.1,Elektronika,['Elektronika']
1056069,7051,124506,69/1056069.mp3,200.5,Pop,['Pop']
944149,347673,110900,49/944149.mp3,53.2,Klasyczna,['Klasyczna']
143354,338447,20443,54/143354.mp3,269.8,Klasyczna,['Klasyczna']
1359938,352428,160240,38/1359938.mp3,263.6,Folk;Pop,"['Folk', 'Pop']"
1333194,485295,157661,94/1333194.mp3,106.0,Klasyczna,['Klasyczna']
361543,351032,46834,43/361543.mp3,129.5,Elektronika,['Elektronika']
469369,345955,55574,69/469369.mp3,372.0,Elektronika;Pop;Rock,"['Elektronika', 'Pop', 'Rock']"
1365284,350719,160697,84/1365284.mp3,160.0,Metal;Rock,"['Metal', 'Rock']"
1420453,490851,165678,53/1420453.mp3,187.0,House,['House']
1169151,438966,140641,51/1169151.mp3,192.0,Metal;Rock,"['Metal', 'Rock']"
154753,338989,22167,53/154753.mp3,132.3,Rock,['Rock']
34860,3031,4262,60/34860.mp3,304.1,Jazz,['Jazz']
260001,2999,37602,01/260001.mp3,438.8,Funk;Jazz,"['Funk', 'Jazz']"
580688,359971,66993,88/580688.mp3,261.1,Rock,['Rock']
1326651,466436,156614,51/1326651.mp3,229.0,Pop,['Pop']
1150130,371437,137917,30/1150130.mp3,179.3,Rock,['Rock']
1115621,441505,133290,21/1115621.mp3,92.4,Ambient;Elektronika,"['Ambient', 'Elektronika']"
1362282,375935,160429,82/1362282.mp3,30.0,Pop;Rock,"['Pop', 'Rock']"
1077461,425274,128345,61/1077461.mp3,209.6,Reggae,['Reggae']
81919,7797,7533,19/81919.mp3,209.6,Pop,['Pop']
1298609,483387,154565,09/1298609.mp3,90.0,Pop;Rock,"['Pop', 'Rock']"
1146587,423996,137506,87/1146587.mp3,67.9,Ambient;Elektronika,"['Ambient', 'Elektronika']"
99812,1336,10924,12/99812.mp3,318.9,Ambient;Elektronika,"['Ambient', 'Elektronika']"
919478,357317,108894,78/919478.mp3,254.5,Elektronika;Pop;Rock,"['Elektronika', 'Pop', 'Rock']"
1267982,473553,150565,82/1267982.mp3,188.0,Hip-Hop,['Hip-Hop']
36706,5119,4489,06/36706.mp3,140.5,Folk,['Folk']
1093721,338739,130359,21/1093721.mp3,188.5,Pop;Rock,"['Pop', 'Rock']"
202218,8094,30054,18/202218.mp3,353.0,Elektronika,['Elektronika']
1199271,457205,144312,71/1199271.mp3,227.9,Folk,['Folk']
1381057,3004,162203,57/1381057.mp3,322.1,Klasyczna;Rock,"['Klasyczna', 'Rock']"
123332,336640,17249,32/123332.mp3,197.4,Elektronika,['Elektronika']
414213,350065,51085,13/414213.mp3,188.0,Klasyczna,['Klasyczna']
319209,349194,43144,09/319209.mp3,314.1,Pop,['Pop']
875036,375106,102695,36/875036.mp3,292.4,Rock,['Rock']
218,14,31,18/218.mp3,180.7,Rock,['Rock']
1317849,485295,154608,49/1317849.mp3,56.9,Elektronika,['Elektronika']
1421292,497261,165772,92/1421292.mp3,252.0,Pop;Rock,"['Pop', 'Rock']"
61544,7174,6276,44/61544.mp3,294.0,Elektronika;Pop,"['Elektronika', 'Pop']"
1112435,437701,132882,35/1112435.mp3,556.3,Pop;Rock,"['Pop', 'Rock']"
846576,370946,98939,76/846576.mp3,312.3,Funk;Rock,"['Funk', 'Rock']"
1093719,338739,130359,19/1093719.mp3,103.0,Pop;Rock,"['Pop', 'Rock']"
428580,353470,52231,80/428580.mp3,344.6,Elektronika,['Elektronika']
1144750,375104,137254,50/1144750.mp3,115.7,Elektronika,['Elektronika']
1420713,497203,165695,13/1420713.mp3,290.0,Reggae,['Reggae']
1229435,358502,147463,35/1229435.mp3,214.6,Elektronika;Pop,"['Elektronika', 'Pop']"
1171552,370490,141078,52/1171552.mp3,146.0,Ambient;Elektronika,"['Ambient', 'Elektronika']"
421747,352889,51709,47/421747.mp3,227.9,Elektronika;Hip-Hop,"['Elektronika', 'Hip-Hop']"
1056231,337741,124538,31/1056231.mp3,425.8,Ambient;Elektronika,"['Ambient', 'Elektronika']"
860124,342878,100683,24/860124.mp3,223.5,Pop;Rock,"['Pop', 'Rock']"
1211150,438966,145452,50/1211150.mp3,308.2,Klasyczna,['Klasyczna']
1110674,348998,132720,74/1110674.mp3,237.7,Blues;Folk;Pop;Rock,"['Blues', 'Folk', 'Pop', 'Rock']"
440456,353294,53217,56/440456.mp3,122.2,Folk,['Folk']
147067,4505,20991,67/147067.mp3,250.0,Elektronika,['Elektronika']
1093430,352416,130322,30/1093430.mp3,200.5,Ambient,['Ambient']
1275152,340542,152214,52/1275152.mp3,208.8,Klasyczna,['Klasyczna']
1326839,487340,157057,39/1326839.mp3,291.0,Jazz,['Jazz']
206011,341323,30556,11/206011.mp3,211.2,Funk;Rock,"['Funk', 'Rock']"
1105540,357317,132021,40/1105540.mp3,44.4,Elektronika,['Elektronika']
1324915,366162,156909,15/1324915.mp3,141.1,Pop,['Pop']
1396045,494123,163513,45/1396045.mp3,271.0,Pop;Rock,"['Pop', 'Rock']"
88883,4413,8536,83/88883.mp3,147.2,Pop;Rock,"['Pop', 'Rock']"
1067026,336871,126129,26/1067026.mp3,340.0,Jazz,['Jazz']
1416530,350065,165345,30/1416530.mp3,203.4,Ambient;Klasyczna,"['Ambient', 'Klasyczna']"
1312938,437666,155861,38/1312938.mp3,290.9,Hip-Hop,['Hip-Hop']
106838,8021,12850,38/106838.mp3,113.1,Elektronika,['Elektronika']
1110495,441505,132663,95/1110495.mp3,106.2,Elektronika,['Elektronika']
1221262,352416,146493,62/1221262.mp3,209.5,Jazz,['Jazz']
1030098,343747,121125,98/1030098.mp3,436.6,Elektronika,['Elektronika']
2167,326,347,67/2167.mp3,302.9,Ambient,['Ambient']
866707,355362,101584,07/866707.mp3,137.6,Klasyczna,['Klasyczna']
82877,482,7635,77/82877.mp3,273.7,Ambient;Elektronika,"['Ambient', 'Elektronika']"
53639,6346,6135,39/53639.mp3,298.0,Elektronika,['Elektronika']
201478,4118,29994,78/201478.mp3,148.0,Elektronika,['Elektronika']
